0,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
0,,,,,,,
0,,,,,,,
1,,,,,,,
0,,,,,,,
1,,,,,,,
0,,,,,,,
1,,,,,,,
0,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
0,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,96,457
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
0,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
0,,,,,,,
0,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
0,,,,,,,
1,,,,,,,
0,,,,,,,
0,,,,,,,
0,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
0,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
0,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
0,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
0,,,,,,,
0,,,,,,,
0,,,,,,,
0,,,,,,,
0,,,,,,,
0,,,,,,,
0,,,,,,,
0,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
0,,,,,,,
0,,,,,,,
0,,,,,,,
0,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
1,,,,,,,
0,,,,,,,
0,,,,,,,
1,,,,,,,
0,,,,,,,
